index,filename,l1,l2,l3,l4
177,image_177.jpg,1.0,1.0,0.0,0.0
178,image_178.jpg,1.0,0.0,1.0,0.0
179,image_179.jpg,1.0,1.0,0.0,0.0
180,image_180.jpg,0.0,1.0,1.0,0.0
181,image_181.jpg,1.0,1.0,1.0,0.0
182,image_182.jpg,1.0,0.0,0.0,0.0
183,image_183.jpg,0.0,1.0,0.0,0.0
184,image_184.jpg,1.0,1.0,1.0,0.0
185,image_185.jpg,1.0,1.0,0.0,0.0
186,image_186.jpg,1.0,1.0,0.0,0.0
187,image_187.jpg,1.0,1.0,1.0,0.0
188,image_188.jpg,1.0,1.0,1.0,0.0
189,image_189.jpg,1.0,1.0,1.0,0.0
190,image_190.jpg,1.0,1.0,0.0,0.0
191,image_191.jpg,1.0,0.0,1.0,0.0
192,image_192.jpg,0.0,1.0,0.0,0.0
193,image_193.jpg,0.0,1.0,0.0,0.0
194,image_194.jpg,1.0,0.0,0.0,0.0
195,image_195.jpg,1.0,1.0,0.0,0.0
196,image_196.jpg,1.0,0.0,1.0,0.0
197,image_197.jpg,1.0,1.0,0.0,0.0
198,image_198.jpg,1.0,1.0,1.0,0.0
199,image_199.jpg,1.0,0.0,1.0,0.0
200,image_200.jpg,1.0,1.0,0.0,0.0
201,image_201.jpg,1.0,0.0,1.0,0.0
202,image_202.jpg,1.0,1.0,1.0,0.0
203,image_203.jpg,0.0,1.0,1.0,0.0
204,image_204.jpg,1.0,0.0,1.0,0.0
205,image_205.jpg,1.0,0.0,0.0,0.0
206,image_206.jpg,1.0,1.0,0.0,0.0
207,image_207.jpg,0.0,0.0,1.0,1.0
208,image_208.jpg,1.0,1.0,0.0,0.0
209,image_209.jpg,1.0,1.0,0.0,1.0
210,image_210.jpg,1.0,0.0,1.0,0.0
211,image_211.jpg,1.0,1.0,1.0,1.0
212,image_212.jpg,0.0,0.0,0.0,0.0
213,image_213.jpg,0.0,1.0,1.0,0.0
214,image_214.jpg,1.0,1.0,1.0,0.0
215,image_215.jpg,1.0,1.0,1.0,0.0
216,image_216.jpg,1.0,0.0,0.0,0.0
217,image_217.jpg,1.0,0.0,1.0,0.0
218,image_218.jpg,1.0,1.0,0.0,0.0
219,image_219.jpg,1.0,1.0,1.0,0.0
220,image_220.jpg,1.0,1.0,1.0,0.0
221,image_221.jpg,1.0,1.0,1.0,0.0
222,image_222.jpg,1.0,1.0,1.0,0.0
223,image_223.jpg,1.0,1.0,1.0,0.0
224,image_224.jpg,1.0,1.0,1.0,0.0
225,image_225.jpg,0.0,1.0,0.0,0.0
226,image_226.jpg,1.0,1.0,1.0,0.0
227,image_227.jpg,1.0,1.0,1.0,0.0
228,image_228.jpg,1.0,1.0,1.0,0.0
229,image_229.jpg,1.0,0.0,1.0,0.0
230,image_230.jpg,0.0,1.0,0.0,0.0
231,image_231.jpg,0.0,1.0,1.0,0.0
232,image_232.jpg,1.0,0.0,0.0,0.0
233,image_233.jpg,0.0,0.0,1.0,0.0
234,image_234.jpg,1.0,1.0,0.0,1.0
235,image_235.jpg,1.0,0.0,0.0,0.0
236,image_236.jpg,1.0,1.0,1.0,0.0
237,image_237.jpg,0.0,0.0,1.0,0.0
238,image_238.jpg,1.0,1.0,0.0,0.0
239,image_239.jpg,1.0,1.0,0.0,0.0
240,image_240.jpg,1.0,1.0,0.0,0.0
241,image_241.jpg,1.0,0.0,0.0,0.0
242,image_242.jpg,1.0,0.0,0.0,0.0
243,image_243.jpg,1.0,0.0,0.0,0.0
244,image_244.jpg,1.0,1.0,0.0,0.0
245,image_245.jpg,1.0,1.0,1.0,0.0
246,image_246.jpg,1.0,1.0,1.0,0.0
247,image_247.jpg,1.0,1.0,0.0,1.0
248,image_248.jpg,1.0,1.0,0.0,0.0
249,image_249.jpg,1.0,1.0,0.0,0.0
250,image_250.jpg,1.0,0.0,1.0,0.0
251,image_251.jpg,1.0,0.0,0.0,0.0
252,image_252.jpg,1.0,1.0,0.0,0.0
253,image_253.jpg,1.0,1.0,0.0,0.0
254,image_254.jpg,1.0,1.0,0.0,0.0
255,image_255.jpg,1.0,1.0,0.0,1.0
256,image_256.jpg,1.0,0.0,0.0,0.0
257,image_257.jpg,1.0,1.0,0.0,0.0
258,image_258.jpg,1.0,1.0,0.0,0.0
259,image_259.jpg,1.0,1.0,0.0,0.0
260,image_260.jpg,1.0,1.0,1.0,0.0
261,image_261.jpg,1.0,1.0,0.0,0.0
262,image_262.jpg,1.0,1.0,0.0,1.0
263,image_263.jpg,1.0,1.0,1.0,0.0
264,image_264.jpg,1.0,1.0,0.0,0.0
265,image_265.jpg,1.0,1.0,0.0,0.0
266,image_266.jpg,1.0,0.0,0.0,0.0
267,image_267.jpg,1.0,1.0,1.0,0.0
268,image_268.jpg,1.0,1.0,1.0,0.0
269,image_269.jpg,1.0,1.0,1.0,0.0
270,image_270.jpg,0.0,0.0,1.0,0.0
271,image_271.jpg,1.0,1.0,1.0,0.0
272,image_272.jpg,0.0,1.0,0.0,0.0
273,image_273.jpg,1.0,1.0,0.0,0.0
274,image_274.jpg,1.0,0.0,0.0,0.0
275,image_275.jpg,1.0,1.0,1.0,0.0
276,image_276.jpg,1.0,1.0,1.0,0.0
277,image_277.jpg,0.0,0.0,1.0,0.0
278,image_278.jpg,1.0,1.0,0.0,0.0
279,image_279.jpg,1.0,0.0,0.0,0.0
280,image_280.jpg,1.0,0.0,0.0,0.0
281,image_281.jpg,1.0,0.0,0.0,0.0
282,image_282.jpg,1.0,1.0,0.0,0.0
283,image_283.jpg,1.0,1.0,1.0,0.0
284,image_284.jpg,1.0,1.0,0.0,0.0
285,image_285.jpg,1.0,1.0,0.0,0.0
286,image_286.jpg,1.0,1.0,0.0,0.0
287,image_287.jpg,1.0,0.0,0.0,0.0
288,image_288.jpg,1.0,0.0,0.0,0.0
289,image_289.jpg,1.0,1.0,0.0,0.0
290,image_290.jpg,0.0,1.0,1.0,0.0
291,image_291.jpg,0.0,1.0,0.0,0.0
292,image_292.jpg,1.0,1.0,1.0,0.0
293,image_293.jpg,1.0,1.0,1.0,0.0
294,image_294.jpg,1.0,1.0,0.0,0.0
295,image_295.jpg,1.0,1.0,0.0,0.0
296,image_296.jpg,1.0,1.0,0.0,0.0
297,image_297.jpg,1.0,0.0,0.0,0.0
298,image_298.jpg,1.0,1.0,1.0,0.0
299,image_299.jpg,0.0,1.0,1.0,0.0
300,image_300.jpg,0.0,1.0,0.0,0.0
301,image_301.jpg,1.0,0.0,1.0,0.0
302,image_302.jpg,1.0,1.0,0.0,0.0
303,image_303.jpg,1.0,1.0,1.0,0.0
304,image_304.jpg,1.0,0.0,1.0,0.0
305,image_305.jpg,1.0,0.0,0.0,0.0
306,image_306.jpg,1.0,1.0,0.0,0.0
307,image_307.jpg,1.0,0.0,1.0,1.0
308,image_308.jpg,1.0,1.0,0.0,1.0
309,image_309.jpg,1.0,1.0,1.0,0.0
310,image_310.jpg,1.0,0.0,1.0,0.0
311,image_311.jpg,1.0,1.0,0.0,0.0
312,image_312.jpg,1.0,1.0,1.0,0.0
313,image_313.jpg,1.0,0.0,1.0,0.0
314,image_314.jpg,1.0,0.0,0.0,0.0
315,image_315.jpg,1.0,0.0,0.0,0.0
316,image_316.jpg,1.0,0.0,1.0,1.0
317,image_317.jpg,1.0,1.0,1.0,0.0
318,image_318.jpg,1.0,1.0,0.0,0.0
319,image_319.jpg,1.0,0.0,1.0,0.0
320,image_320.jpg,1.0,0.0,1.0,0.0
321,image_321.jpg,1.0,1.0,1.0,0.0
322,image_322.jpg,0.0,1.0,0.0,0.0
323,image_323.jpg,1.0,1.0,0.0,0.0
324,image_324.jpg,1.0,0.0,1.0,1.0
325,image_325.jpg,1.0,1.0,0.0,1.0
326,image_326.jpg,1.0,1.0,0.0,0.0
327,image_327.jpg,1.0,1.0,0.0,0.0
328,image_328.jpg,1.0,0.0,1.0,0.0
329,image_329.jpg,1.0,1.0,0.0,0.0
330,image_330.jpg,1.0,1.0,0.0,0.0
331,image_331.jpg,1.0,0.0,1.0,0.0
332,image_332.jpg,1.0,0.0,0.0,0.0
333,image_333.jpg,1.0,0.0,1.0,0.0
334,image_334.jpg,1.0,0.0,0.0,0.0
335,image_335.jpg,1.0,1.0,1.0,1.0
336,image_336.jpg,1.0,0.0,0.0,0.0
337,image_337.jpg,1.0,1.0,1.0,0.0
338,image_338.jpg,1.0,0.0,1.0,0.0
339,image_339.jpg,1.0,1.0,1.0,0.0
340,image_340.jpg,1.0,1.0,1.0,0.0
341,image_341.jpg,1.0,1.0,1.0,0.0
342,image_342.jpg,1.0,1.0,1.0,0.0
343,image_343.jpg,1.0,1.0,0.0,0.0
344,image_344.jpg,1.0,1.0,1.0,0.0
345,image_345.jpg,1.0,1.0,1.0,0.0
346,image_346.jpg,1.0,1.0,0.0,0.0
347,image_347.jpg,0.0,0.0,1.0,1.0
348,image_348.jpg,1.0,1.0,1.0,0.0
349,image_349.jpg,1.0,1.0,0.0,0.0
350,image_350.jpg,1.0,0.0,0.0,1.0
351,image_351.jpg,1.0,0.0,0.0,1.0
352,image_352.jpg,1.0,1.0,0.0,0.0
353,image_353.jpg,0.0,1.0,1.0,1.0
354,image_354.jpg,0.0,1.0,1.0,1.0
355,image_355.jpg,0.0,0.0,1.0,0.0
356,image_356.jpg,1.0,1.0,1.0,0.0
357,image_357.jpg,1.0,1.0,1.0,0.0
358,image_358.jpg,1.0,1.0,0.0,0.0
359,image_359.jpg,1.0,1.0,1.0,0.0
360,image_360.jpg,1.0,1.0,1.0,0.0
361,image_361.jpg,1.0,1.0,1.0,0.0
362,image_362.jpg,1.0,0.0,0.0,1.0
363,image_363.jpg,1.0,0.0,1.0,0.0
364,image_364.jpg,1.0,0.0,0.0,0.0
365,image_365.jpg,0.0,1.0,0.0,0.0
366,image_366.jpg,1.0,1.0,1.0,0.0
367,image_367.jpg,1.0,1.0,0.0,1.0
368,image_368.jpg,1.0,0.0,0.0,0.0
369,image_369.jpg,1.0,1.0,0.0,1.0
370,image_370.jpg,0.0,1.0,1.0,0.0
371,image_371.jpg,1.0,0.0,0.0,0.0
372,image_372.jpg,1.0,1.0,0.0,0.0
373,image_373.jpg,1.0,1.0,0.0,0.0
374,image_374.jpg,1.0,1.0,0.0,0.0
375,image_375.jpg,1.0,1.0,1.0,0.0
376,image_376.jpg,1.0,1.0,0.0,0.0
377,image_377.jpg,0.0,1.0,0.0,0.0
378,image_378.jpg,1.0,0.0,0.0,0.0
379,image_379.jpg,0.0,1.0,1.0,0.0
380,image_380.jpg,1.0,1.0,1.0,0.0
381,image_381.jpg,1.0,1.0,0.0,0.0
382,image_382.jpg,1.0,1.0,1.0,0.0
383,image_383.jpg,1.0,1.0,0.0,0.0
384,image_384.jpg,0.0,1.0,1.0,0.0
385,image_385.jpg,1.0,1.0,1.0,0.0
386,image_386.jpg,1.0,0.0,1.0,0.0
387,image_387.jpg,1.0,1.0,1.0,0.0
388,image_388.jpg,1.0,1.0,1.0,1.0
389,image_389.jpg,1.0,1.0,1.0,0.0
390,image_390.jpg,0.0,1.0,0.0,0.0
391,image_391.jpg,1.0,1.0,0.0,0.0
392,image_392.jpg,1.0,1.0,0.0,0.0
393,image_393.jpg,1.0,1.0,1.0,0.0
394,image_394.jpg,1.0,0.0,0.0,0.0
395,image_395.jpg,1.0,1.0,1.0,0.0
396,image_396.jpg,1.0,1.0,0.0,0.0
397,image_397.jpg,0.0,0.0,0.0,0.0
398,image_398.jpg,1.0,1.0,1.0,0.0
399,image_399.jpg,1.0,0.0,0.0,0.0
400,image_400.jpg,0.0,1.0,0.0,0.0
401,image_401.jpg,0.0,1.0,0.0,1.0
402,image_402.jpg,0.0,1.0,1.0,0.0
403,image_403.jpg,1.0,1.0,0.0,0.0
404,image_404.jpg,0.0,1.0,1.0,0.0
405,image_405.jpg,1.0,1.0,1.0,0.0
406,image_406.jpg,0.0,1.0,0.0,0.0
407,image_407.jpg,0.0,1.0,1.0,0.0
408,image_408.jpg,1.0,1.0,1.0,0.0
409,image_409.jpg,1.0,1.0,0.0,0.0
410,image_410.jpg,0.0,1.0,0.0,0.0
411,image_411.jpg,1.0,1.0,0.0,0.0
412,image_412.jpg,0.0,1.0,1.0,0.0
413,image_413.jpg,0.0,1.0,1.0,0.0
414,image_414.jpg,1.0,0.0,0.0,0.0
415,image_415.jpg,1.0,1.0,1.0,0.0
416,image_416.jpg,1.0,1.0,1.0,0.0
417,image_417.jpg,1.0,1.0,0.0,0.0
418,image_418.jpg,0.0,1.0,1.0,0.0
419,image_419.jpg,1.0,1.0,0.0,0.0
420,image_420.jpg,1.0,0.0,1.0,0.0
421,image_421.jpg,1.0,1.0,0.0,0.0
422,image_422.jpg,1.0,1.0,1.0,0.0
423,image_423.jpg,1.0,1.0,0.0,0.0
424,image_424.jpg,1.0,1.0,1.0,0.0
425,image_425.jpg,1.0,1.0,1.0,0.0
426,image_426.jpg,1.0,1.0,0.0,0.0
427,image_427.jpg,1.0,1.0,0.0,0.0
428,image_428.jpg,1.0,0.0,0.0,0.0
429,image_429.jpg,0.0,1.0,0.0,0.0
430,image_430.jpg,1.0,0.0,0.0,0.0
431,image_431.jpg,1.0,1.0,1.0,1.0
432,image_432.jpg,1.0,1.0,1.0,0.0
433,image_433.jpg,1.0,0.0,0.0,0.0
434,image_434.jpg,1.0,1.0,1.0,0.0
435,image_435.jpg,1.0,1.0,0.0,0.0
436,image_436.jpg,1.0,1.0,0.0,0.0
437,image_437.jpg,1.0,0.0,0.0,0.0
438,image_438.jpg,1.0,1.0,1.0,0.0
439,image_439.jpg,0.0,1.0,0.0,0.0
440,image_440.jpg,1.0,1.0,1.0,0.0
441,image_441.jpg,1.0,0.0,0.0,1.0
442,image_442.jpg,1.0,1.0,0.0,0.0
443,image_443.jpg,1.0,1.0,0.0,0.0
444,image_444.jpg,1.0,1.0,0.0,0.0
445,image_445.jpg,1.0,1.0,0.0,0.0
446,image_446.jpg,1.0,1.0,0.0,0.0
447,image_447.jpg,1.0,1.0,1.0,0.0
448,image_448.jpg,0.0,1.0,1.0,0.0
449,image_449.jpg,0.0,1.0,1.0,0.0
450,image_450.jpg,1.0,0.0,0.0,0.0
451,image_451.jpg,1.0,1.0,1.0,0.0
452,image_452.jpg,1.0,1.0,0.0,0.0
453,image_453.jpg,1.0,0.0,1.0,0.0
454,image_454.jpg,1.0,1.0,0.0,0.0
455,image_455.jpg,1.0,1.0,1.0,0.0
456,image_456.jpg,1.0,0.0,1.0,0.0
457,image_457.jpg,1.0,1.0,1.0,0.0
458,image_458.jpg,1.0,1.0,1.0,0.0
459,image_459.jpg,1.0,1.0,1.0,0.0
460,image_460.jpg,1.0,1.0,0.0,0.0
461,image_461.jpg,1.0,0.0,0.0,0.0
462,image_462.jpg,1.0,1.0,0.0,0.0
463,image_463.jpg,1.0,0.0,0.0,0.0
464,image_464.jpg,1.0,1.0,1.0,0.0
465,image_465.jpg,1.0,1.0,1.0,0.0
466,image_466.jpg,1.0,0.0,1.0,0.0
467,image_467.jpg,1.0,1.0,1.0,0.0
468,image_468.jpg,1.0,1.0,0.0,0.0
469,image_469.jpg,1.0,1.0,1.0,0.0
470,image_470.jpg,1.0,1.0,0.0,0.0
471,image_471.jpg,1.0,0.0,0.0,0.0
472,image_472.jpg,1.0,0.0,1.0,0.0
473,image_473.jpg,1.0,1.0,0.0,0.0
474,image_474.jpg,0.0,0.0,0.0,1.0
475,image_475.jpg,1.0,1.0,1.0,0.0
476,image_476.jpg,1.0,1.0,1.0,0.0
477,image_477.jpg,1.0,0.0,0.0,0.0
478,image_478.jpg,1.0,0.0,1.0,0.0
479,image_479.jpg,1.0,0.0,1.0,0.0
480,image_480.jpg,1.0,1.0,1.0,1.0
481,image_481.jpg,1.0,0.0,1.0,0.0
482,image_482.jpg,1.0,1.0,1.0,1.0
483,image_483.jpg,1.0,1.0,1.0,0.0
484,image_484.jpg,0.0,1.0,0.0,0.0
485,image_485.jpg,1.0,0.0,0.0,0.0
486,image_486.jpg,0.0,0.0,1.0,0.0
487,image_487.jpg,1.0,1.0,1.0,0.0
488,image_488.jpg,1.0,0.0,0.0,0.0
490,image_490.jpg,1.0,1.0,1.0,0.0
491,image_491.jpg,1.0,1.0,1.0,0.0
492,image_492.jpg,1.0,1.0,0.0,0.0
493,image_493.jpg,1.0,1.0,0.0,0.0
494,image_494.jpg,1.0,0.0,1.0,0.0
495,image_495.jpg,1.0,1.0,1.0,0.0
496,image_496.jpg,1.0,0.0,0.0,0.0
497,image_497.jpg,1.0,0.0,0.0,0.0
498,image_498.jpg,1.0,1.0,0.0,0.0
499,image_499.jpg,1.0,1.0,1.0,1.0
500,image_500.jpg,1.0,0.0,1.0,0.0
501,image_501.jpg,1.0,0.0,1.0,0.0
502,image_502.jpg,1.0,1.0,1.0,0.0
503,image_503.jpg,1.0,1.0,1.0,0.0
504,image_504.jpg,1.0,0.0,1.0,0.0
505,image_505.jpg,1.0,1.0,0.0,0.0
506,image_506.jpg,0.0,1.0,1.0,0.0
507,image_507.jpg,1.0,0.0,0.0,0.0
508,image_508.jpg,1.0,1.0,1.0,0.0
509,image_509.jpg,1.0,1.0,0.0,0.0
510,image_510.jpg,1.0,1.0,1.0,1.0
511,image_511.jpg,1.0,1.0,0.0,0.0
512,image_512.jpg,1.0,0.0,1.0,0.0
513,image_513.jpg,1.0,0.0,0.0,0.0
514,image_514.jpg,1.0,1.0,1.0,0.0
515,image_515.jpg,1.0,1.0,0.0,0.0
516,image_516.jpg,1.0,1.0,0.0,0.0
517,image_517.jpg,1.0,1.0,1.0,0.0
518,image_518.jpg,1.0,0.0,1.0,0.0
519,image_519.jpg,1.0,1.0,1.0,0.0
520,image_520.jpg,1.0,1.0,0.0,0.0
521,image_521.jpg,1.0,1.0,0.0,0.0
522,image_522.jpg,1.0,1.0,1.0,0.0
523,image_523.jpg,1.0,0.0,1.0,0.0
524,image_524.jpg,1.0,1.0,1.0,0.0
525,image_525.jpg,1.0,1.0,1.0,0.0
526,image_526.jpg,1.0,1.0,0.0,1.0
527,image_527.jpg,0.0,1.0,0.0,1.0
528,image_528.jpg,1.0,0.0,1.0,0.0
529,image_529.jpg,1.0,1.0,1.0,0.0
530,image_530.jpg,0.0,0.0,0.0,0.0
531,image_531.jpg,1.0,0.0,0.0,1.0
532,image_532.jpg,1.0,1.0,0.0,0.0
533,image_533.jpg,1.0,1.0,1.0,1.0
534,image_534.jpg,0.0,0.0,1.0,0.0
535,image_535.jpg,1.0,1.0,0.0,0.0
536,image_536.jpg,1.0,0.0,0.0,0.0
537,image_537.jpg,0.0,1.0,0.0,0.0
